"","lga","lat","lon","state_id","lga_name","c_lga","size","c_lat","c_lon","dist"
"1","10050",-36.01494172,146.95684397,"1","Albury (C)","17200",30,-33.88762608,151.20426565,454.040145926837
"2","10110",-30.58123858,151.87485213,"1","Armidale Dumaresq (A)","17200",30,-33.88762608,151.20426565,372.053291242584
"3","10150",-33.88860879,151.13142408,"1","Ashfield (A)","17200",30,-33.88762608,151.20426565,6.7391441247327
"4","10200",-33.854303215,151.04812421,"1","Auburn (C)","17200",30,-33.88762608,151.20426565,14.9121981717864
"5","10250",-28.85273249,153.485678755,"1","Ballina (A)","17200",30,-33.88762608,151.20426565,598.901210000779
"6","10300",-34.04406181,143.57079464,"1","Balranald (A)","17200",30,-33.88762608,151.20426565,705.548553921109
"7","10350",-33.92383697,151.020753985,"1","Bankstown (C)","17200",30,-33.88762608,151.20426565,17.4411730449901
"8","10470",-33.47309668,149.51956125,"1","Bathurst Regional (A)","17200",30,-33.88762608,151.20426565,162.844684051631
"9","10550",-36.81645839,149.72059821,"1","Bega Valley (A)","17200",30,-33.88762608,151.20426565,351.804126430998
"10","10600",-30.37394254,152.724922255,"1","Bellingen (A)","17200",30,-33.88762608,151.20426565,415.193333037156
"11","10650",-35.751916545,145.669841775,"1","Berrigan (A)","17200",30,-33.88762608,151.20426565,546.833188117069
"12","10750",-33.74015952,150.86252712,"1","Blacktown (C)","17200",30,-33.88762608,151.20426565,35.6179984583784
"13","10800",-33.919041155,146.927172,"1","Bland (A)","17200",30,-33.88762608,151.20426565,395.572158869179
"14","10850",-33.616531255,149.13046309,"1","Blayney (A)","17200",30,-33.88762608,151.20426565,194.477596562106
"15","10900",-33.63202822,150.412930625,"1","Blue Mountains (C)","17200",30,-33.88762608,151.20426565,78.6028656889467
"16","10950",-31.570121885,146.906164205,"1","Bogan (A)","17200",30,-33.88762608,151.20426565,477.815113975069
"17","11000",-36.91100803,148.952737265,"1","Bombala (A)","17200",30,-33.88762608,151.20426565,392.844536759522
"18","11050",-34.28789584,148.842326495,"1","Boorowa (A)","17200",30,-33.88762608,151.20426565,222.452581069263
"19","11100",-33.946600035,151.19873864,"1","Botany Bay (C)","17200",30,-33.88762608,151.20426565,6.56138051376699
"20","11150",-29.99584324,145.36159232,"1","Bourke (A)","17200",30,-33.88762608,151.20426565,700.780594054767
"21","11200",-29.95054554,147.147601405,"1","Brewarrina (A)","17200",30,-33.88762608,151.20426565,581.071659418554
"22","11250",-31.95146712,141.478186545,"1","Broken Hill (C)","17200",30,-33.88762608,151.20426565,934.344561267456
"23","11300",-33.885365155,151.10481931,"1","Burwood (A)","17200",30,-33.88762608,151.20426565,9.20294767687763
"24","11350",-28.613347895,153.48406816,"1","Byron (A)","17200",30,-33.88762608,151.20426565,623.743085562833
"25","11400",-33.11075906,148.82694091,"1","Cabonne (A)","17200",30,-33.88762608,151.20426565,237.11045954249
"26","11450",-34.016104835,150.72521592,"1","Camden (A)","17200",30,-33.88762608,151.20426565,46.5184884490592
"27","11500",-34.07389754,150.838770975,"1","Campbelltown (C)","17200",30,-33.88762608,151.20426565,39.5924897988484
"28","11520",-33.84855028,151.121432435,"1","Canada Bay (A)","17200",30,-33.88762608,151.20426565,8.80500497409333
"29","11550",-33.922294195,151.096888735,"1","Canterbury (C)","17200",30,-33.88762608,151.20426565,10.6495291960736
"30","11600",-33.625704785,145.425235775,"1","Carrathool (A)","17200",30,-33.88762608,151.20426565,536.128464621805
"31","11700",-31.77154872,143.625688895,"1","Central Darling (A)","17200",30,-33.88762608,151.20426565,747.168838382092
"32","11720",-32.89390757,151.21233901,"1","Cessnock (C)","17200",30,-33.88762608,151.20426565,110.217312334336
"33","11730",-29.694435505,152.78156416,"1","Clarence Valley (A)","17200",30,-33.88762608,151.20426565,488.340170547755
"34","11750",-31.96612886,145.36063566,"1","Cobar (A)","17200",30,-33.88762608,151.20426565,586.51118158889
"35","11800",-30.17293967,153.032625105,"1","Coffs Harbour (C)","17200",30,-33.88762608,151.20426565,446.628806028521
"36","11860",-35.233868715,144.823490945,"1","Conargo (A)","17200",30,-33.88762608,151.20426565,604.202178735771
"37","12000",-34.60046325,147.13707117,"1","Coolamon (A)","17200",30,-33.88762608,151.20426565,382.89203864582
"38","12050",-36.13466717,149.070646205,"1","Cooma-Monaro (A)","17200",30,-33.88762608,151.20426565,316.319521076284
"39","12150",-30.867139055,148.290530355,"1","Coonamble (A)","17200",30,-33.88762608,151.20426565,432.819399286332
"40","12200",-34.587569555,148.02042362,"1","Cootamundra (A)","17200",30,-33.88762608,151.20426565,303.403516656575
"41","12300",-35.817039705,146.32747778,"1","Corowa Shire (A)","17200",30,-33.88762608,151.20426565,494.609113239748
"42","12350",-33.81137887,148.783458735,"1","Cowra (A)","17200",30,-33.88762608,151.20426565,224.193731321391
"43","12500",-35.52908082,144.97316592,"1","Deniliquin (A)","17200",30,-33.88762608,151.20426565,599.044614798378
"44","12600",-32.269798055,148.69571717,"1","Dubbo (C)","17200",30,-33.88762608,151.20426565,295.031675890356
"45","12700",-32.346189165,151.611220465,"1","Dungog (A)","17200",30,-33.88762608,151.20426565,175.123188399745
"46","12750",-35.93307465,149.92780384,"1","Eurobodalla (A)","17200",30,-33.88762608,151.20426565,255.140757512524
"47","12850",-33.867420725,150.901049645,"1","Fairfield (C)","17200",30,-33.88762608,151.20426565,28.1420583049596
"48","12900",-33.378983585,147.8644756,"1","Forbes (A)","17200",30,-33.88762608,151.20426565,314.943631531338
"49","12950",-31.63297324,148.7035496,"1","Gilgandra (A)","17200",30,-33.88762608,151.20426565,342.655537130318
"50","13010",-29.63115906,151.939567635,"1","Glen Innes Severn (A)","17200",30,-33.88762608,151.20426565,477.077383467054
"51","13050",-31.8878886,151.77597944,"1","Gloucester (A)","17200",30,-33.88762608,151.20426565,228.135301055101
"52","13100",-33.340299505,151.234550045,"1","Gosford (C)","17200",30,-33.88762608,151.20426565,60.7719833383215
"53","13310",-34.902495695,149.90199803,"1","Goulburn Mulwaree (A)","17200",30,-33.88762608,151.20426565,164.356249031328
"54","13320",-32.387839555,152.110353265,"1","Great Lakes (A)","17200",30,-33.88762608,151.20426565,186.587211736632
"55","13340",-35.758369205,147.19731192,"1","Greater Hume Shire (A)","17200",30,-33.88762608,151.20426565,421.188575154791
"56","13380",-31.804911375,152.27954314,"1","Greater Taree (C)","17200",30,-33.88762608,151.20426565,251.953391422352
"57","13450",-34.3344757,146.022946705,"1","Griffith (C)","17200",30,-33.88762608,151.20426565,480.560162059441
"58","13500",-35.026230875,148.13457432,"1","Gundagai (A)","17200",30,-33.88762608,151.20426565,309.033460421387
"59","13550",-31.024041105,150.11547694,"1","Gunnedah (A)","17200",30,-33.88762608,151.20426565,333.642506696612
"60","13650",-30.17580568,151.67893824,"1","Guyra (A)","17200",30,-33.88762608,151.20426565,414.027820287901
"61","13660",-29.49806226,150.53813099,"1","Gwydir (A)","17200",30,-33.88762608,151.20426565,490.798149543039
"62","13700",-34.628742585,148.405720305,"1","Harden (A)","17200",30,-33.88762608,151.20426565,270.538982115631
"63","13800",-33.340781665,150.783005105,"1","Hawkesbury (C)","17200",30,-33.88762608,151.20426565,72.1601605540737
"64","13850",-34.157305955,144.580278445,"1","Hay (A)","17200",30,-33.88762608,151.20426565,612.417401401811
"65","13950",-33.827494495,150.96079899,"1","Holroyd (C)","17200",30,-33.88762608,151.20426565,23.4966076344766
"66","14000",-33.58314518,151.1095241,"1","Hornsby (A)","17200",30,-33.88762608,151.20426565,34.8948576368557
"67","14100",-33.829846195,151.15351178,"1","Hunters Hill (A)","17200",30,-33.88762608,151.20426565,7.94561569799501
"68","14150",-33.96665614,151.07609352,"1","Hurstville (C)","17200",30,-33.88762608,151.20426565,14.740985713965
"69","14200",-29.31525817,151.041867425,"1","Inverell (A)","17200",30,-33.88762608,151.20426565,507.218670066219
"70","14250",-35.2229944,145.782716975,"1","Jerilderie (A)","17200",30,-33.88762608,151.20426565,519.084990326431
"71","14300",-34.815179785,147.631311295,"1","Junee (A)","17200",30,-33.88762608,151.20426565,344.423632653199
"72","14350",-30.90553087,152.68607984,"1","Kempsey (A)","17200",30,-33.88762608,151.20426565,358.868395942876
"73","14400",-34.69556602,150.732542845,"1","Kiama (A)","17200",30,-33.88762608,151.20426565,99.5911465660845
"74","14450",-33.981098165,151.104758275,"1","Kogarah (C)","17200",30,-33.88762608,151.20426565,13.8613387732879
"75","14500",-33.727005805,151.14877168,"1","Ku-ring-gai (A)","17200",30,-33.88762608,151.20426565,18.5420118969114
"76","14550",-28.646434315,152.778712335,"1","Kyogle (A)","17200",30,-33.88762608,151.20426565,600.119943455954
"77","14600",-32.79998407,146.875556385,"1","Lachlan (A)","17200",30,-33.88762608,151.20426565,420.583503248406
"78","14650",-33.03755925,151.534698495,"1","Lake Macquarie (C)","17200",30,-33.88762608,151.20426565,99.1608460466892
"79","14700",-33.823210995,151.170274385,"1","Lane Cove (A)","17200",30,-33.88762608,151.20426565,7.80668965774377
"80","14750",-34.529668165,146.269186705,"1","Leeton (A)","17200",30,-33.88762608,151.20426565,460.301335392679
"81","14800",-33.867806575,151.17056971,"1","Leichhardt (A)","17200",30,-33.88762608,151.20426565,3.81462398266664
"82","14850",-28.793555335,153.261919185,"1","Lismore (C)","17200",30,-33.88762608,151.20426565,597.743113419865
"83","14870",-33.32024995,150.18584138,"1","Lithgow (C)","17200",30,-33.88762608,151.20426565,113.55310284016
"84","14900",-33.95256229,150.80586648,"1","Liverpool (C)","17200",30,-33.88762608,151.20426565,37.5379379814325
"85","14920",-31.4702418,150.420003505,"1","Liverpool Plains (A)","17200",30,-33.88762608,151.20426565,277.989743842137
"86","14950",-35.32192667,146.79354096,"1","Lockhart (A)","17200",30,-33.88762608,151.20426565,434.683045010776
"87","15050",-32.708096165,151.571526545,"1","Maitland (C)","17200",30,-33.88762608,151.20426565,135.219045073126
"88","15150",-33.80090278,151.269832,"1","Manly (A)","17200",30,-33.88762608,151.20426565,11.3734864152332
"89","15200",-33.91040956,151.15508536,"1","Marrickville (A)","17200",30,-33.88762608,151.20426565,5.20373205030396
"90","15270",-32.602016965,149.76748283,"1","Mid-Western Regional (A)","17200",30,-33.88762608,151.20426565,195.595969183807
"91","15300",-29.321310615,149.581213395,"1","Moree Plains (A)","17200",30,-33.88762608,151.20426565,529.196813570847
"92","15350",-33.828455995,151.24865699,"1","Mosman (A)","17200",30,-33.88762608,151.20426565,7.74270855963356
"93","15500",-35.708097555,144.83362877,"1","Murray (A)","17200",30,-33.88762608,151.20426565,616.830882575121
"94","15550",-34.6713042,145.70381579,"1","Murrumbidgee (A)","17200",30,-33.88762608,151.20426565,513.823670046026
"95","15650",-32.48935281,150.69838885,"1","Muswellbrook (A)","17200",30,-33.88762608,151.20426565,162.095242910647
"96","15700",-30.708290325,152.710246515,"1","Nambucca (A)","17200",30,-33.88762608,151.20426565,380.011364806444
"97","15750",-30.32779306,149.602427135,"1","Narrabri (A)","17200",30,-33.88762608,151.20426565,422.687651839718
"98","15800",-34.591073855,146.531975955,"1","Narrandera (A)","17200",30,-33.88762608,151.20426565,437.406283996276
"99","15850",-32.23173704,147.975906,"1","Narromine (A)","17200",30,-33.88762608,151.20426565,352.994919668068
"100","15900",-32.87628005,151.7084295,"1","Newcastle (C)","17200",30,-33.88762608,151.20426565,121.583749701793
"101","15950",-33.834224925,151.210188,"1","North Sydney (A)","17200",30,-33.88762608,151.20426565,5.94854741149631
"102","16100",-33.845311355,149.817943215,"1","Oberon (A)","17200",30,-33.88762608,151.20426565,128.360017732697
"103","16150",-33.328345465,149.1229405,"1","Orange (C)","17200",30,-33.88762608,151.20426565,202.873124008832
"104","16180",-35.455707285,149.673518785,"1","Palerang (A)","17200",30,-33.88762608,151.20426565,223.471379921526
"105","16200",-32.82317834,148.025137775,"1","Parkes (A)","17200",30,-33.88762608,151.20426565,318.56520157098
"106","16250",-33.823232445,151.01594482,"1","Parramatta (C)","17200",30,-33.88762608,151.20426565,18.8342703794421
"107","16350",-33.747727585,150.705770765,"1","Penrith (C)","17200",30,-33.88762608,151.20426565,48.6902930497077
"108","16370",-33.64330049,151.276529405,"1","Pittwater (A)","17200",30,-33.88762608,151.20426565,27.9147302010411
"109","16380",-31.421059915,152.51915672,"1","Port Macquarie-Hastings (A)","17200",30,-33.88762608,151.20426565,300.058070723256
"110","16400",-32.7285472,151.899521665,"1","Port Stephens (A)","17200",30,-33.88762608,151.20426565,143.936885592465
"111","16470",-35.419646095,149.228378115,"1","Queanbeyan (C)","17200",30,-33.88762608,151.20426565,248.369000239376
"112","16550",-33.945716895,151.240237505,"1","Randwick (C)","17200",30,-33.88762608,151.20426565,7.25148598010213
"113","16610",-29.02684029,153.08625056,"1","Richmond Valley (A)","17200",30,-33.88762608,151.20426565,567.824214886258
"114","16650",-33.96610861,151.143422735,"1","Rockdale (C)","17200",30,-33.88762608,151.20426565,10.3649744092425
"115","16700",-33.801487835,151.112048895,"1","Ryde (C)","17200",30,-33.88762608,151.20426565,12.8113851292678
"116","16900",-34.5902762,150.77119643,"1","Shellharbour (C)","17200",30,-33.88762608,151.20426565,87.5599840496555
"117","16950",-35.141619665,150.412953905,"1","Shoalhaven (C)","17200",30,-33.88762608,151.20426565,156.939744154423
"118","17000",-32.60546647,150.91872437,"1","Singleton (A)","17200",30,-33.88762608,151.20426565,144.670995095986
"119","17050",-36.302741445,148.685764655,"1","Snowy River (A)","17200",30,-33.88762608,151.20426565,352.852270970001
"120","17100",-33.879779945,151.075615215,"1","Strathfield (A)","17200",30,-33.88762608,151.20426565,11.9332923692616
"121","17150",-34.072014825,151.077112465,"1","Sutherland Shire (A)","17200",30,-33.88762608,151.20426565,23.58756718845
"122","17200",-33.88762608,151.20426565,"1","Sydney (C)","17200",30,-33.88762608,151.20426565,0
"123","17310",-30.922043375,150.81525952,"1","Tamworth Regional (A)","17200",30,-33.88762608,151.20426565,330.894332532733
"124","17350",-34.38313638,147.47917773,"1","Temora (A)","17200",30,-33.88762608,151.20426565,347.941722590474
"125","17400",-28.83835779,151.99840888,"1","Tenterfield (A)","17200",30,-33.88762608,151.20426565,564.911414846347
"126","17420",-33.59117703,150.961003775,"1","The Hills Shire (A)","17200",30,-33.88762608,151.20426565,39.8664311611773
"127","17450",-36.173369615,148.128875505,"1","Tumbarumba (A)","17200",30,-33.88762608,151.20426565,378.196398040994
"128","17500",-35.54175437,148.326245645,"1","Tumut Shire (A)","17200",30,-33.88762608,151.20426565,321.187080344324
"129","17550",-28.34990762,153.34651675,"1","Tweed (A)","17200",30,-33.88762608,151.20426565,647.034633691276
"130","17620",-31.981256995,150.69282085,"1","Upper Hunter Shire (A)","17200",30,-33.88762608,151.20426565,216.764668427771
"131","17640",-34.418675435,149.53061032,"1","Upper Lachlan Shire (A)","17200",30,-33.88762608,151.20426565,165.19864710009
"132","17650",-30.48548215,151.354501695,"1","Uralla (A)","17200",30,-33.88762608,151.20426565,377.530251434334
"133","17700",-35.27173753,146.32408085,"1","Urana (A)","17200",30,-33.88762608,151.20426565,473.297101606347
"134","17750",-35.185866865,147.355095855,"1","Wagga Wagga (C)","17200",30,-33.88762608,151.20426565,381.537330557928
"135","17800",-35.050421225,143.90840838,"1","Wakool (A)","17200",30,-33.88762608,151.20426565,682.427596458327
"136","17850",-31.197573425,151.818541375,"1","Walcha (A)","17200",30,-33.88762608,151.20426565,303.843961397856
"137","17900",-29.790307475,148.13392536,"1","Walgett (A)","17200",30,-33.88762608,151.20426565,539.256461766605
"138","17950",-31.29549218,147.72853093,"1","Warren (A)","17200",30,-33.88762608,151.20426565,434.81018514704
"139","18000",-33.70341821,151.2392345,"1","Warringah (A)","17200",30,-33.88762608,151.20426565,20.6871270426103
"140","18020",-31.455186205,149.453778945,"1","Warrumbungle Shire (A)","17200",30,-33.88762608,151.20426565,315.779820964128
"141","18050",-33.884097085,151.263555005,"1","Waverley (A)","17200",30,-33.88762608,151.20426565,5.49869977528876
"142","18100",-33.87903475,148.01124365,"1","Weddin (A)","17200",30,-33.88762608,151.20426565,295.378985538805
"143","18150",-32.57502345,148.97394168,"1","Wellington (A)","17200",30,-33.88762608,151.20426565,253.778584472826
"144","18200",-33.67105734,142.336757085,"1","Wentworth (A)","17200",30,-33.88762608,151.20426565,821.43141832477
"145","18250",-33.801669075,151.187826755,"1","Willoughby (C)","17200",30,-33.88762608,151.20426565,9.65494764637471
"146","18350",-34.490911425,150.354858255,"1","Wingecarribee (A)","17200",30,-33.88762608,151.20426565,102.998340308154
"147","18400",-34.069579235,150.46266029,"1","Wollondilly (A)","17200",30,-33.88762608,151.20426565,71.4401833103517
"148","18450",-34.342373435,150.85061549,"1","Wollongong (C)","17200",30,-33.88762608,151.20426565,60.0750839613964
"149","18500",-33.861658005,151.25352629,"1","Woollahra (A)","17200",30,-33.88762608,151.20426565,5.39151088497639
"150","18550",-33.22305906,151.41489029,"1","Wyong (A)","17200",30,-33.88762608,151.20426565,76.2609142784947
"151","18710",-34.926297425,148.972405665,"1","Yass Valley (A)","17200",30,-33.88762608,151.20426565,235.326783822687
"152","18750",-34.239337685,148.190628575,"1","Young (A)","17200",30,-33.88762608,151.20426565,280.918040081701
"153","19399",-31.182226935,150.05434677,"1","Unincorporated NSW","17200",30,-33.88762608,151.20426565,318.865929645667
"154","20110",-36.834116445,146.97936043,"2","Alpine (S)","24600",30,-37.81305774,144.944221985,210.565378072061
"155","20260",-37.489247365,142.822386045,"2","Ararat (RC)","24600",30,-37.81305774,144.944221985,190.658740589339
"156","20570",-37.518836825,143.772847025,"2","Ballarat (C)","24600",30,-37.81305774,144.944221985,108.385165347475
"157","20660",-37.73385686,145.0857656,"2","Banyule (C)","24600",30,-37.81305774,144.944221985,15.2572475635084
"158","20740",-38.485068295,145.463897775,"2","Bass Coast (S)","24600",30,-37.81305774,144.944221985,87.4011996484326
"159","20830",-37.969979715,146.14403861,"2","Baw Baw (S)","24600",30,-37.81305774,144.944221985,106.964677621937
"160","20910",-37.939860155,145.01932448,"2","Bayside (C)","24600",30,-37.81305774,144.944221985,15.5481659954595
"161","21010",-36.590408315,146.02812147,"2","Benalla (RC)","24600",30,-37.81305774,144.944221985,166.343602506058
"162","21110",-37.826401325,145.052989105,"2","Boroondara (C)","24600",30,-37.81305774,144.944221985,9.69046821575574
"163","21180",-37.74287088,144.816436305,"2","Brimbank (C)","24600",30,-37.81305774,144.944221985,13.6900746602021
"164","21270",-35.846382705,143.05200816,"2","Buloke (S)","24600",30,-37.81305774,144.944221985,275.898025974994
"165","21370",-36.323375405,144.708434465,"2","Campaspe (S)","24600",30,-37.81305774,144.944221985,166.647681234079
"166","21450",-38.09507861,145.564553665,"2","Cardinia (S)","24600",30,-37.81305774,144.944221985,62.8665293141764
"167","21610",-38.095191665,145.32279338,"2","Casey (C)","24600",30,-37.81305774,144.944221985,45.690889191701
"168","21670",-36.97889353,143.73856872,"2","Central Goldfields (S)","24600",30,-37.81305774,144.944221985,141.306786497945
"169","21750",-38.4387275,143.59670205,"2","Colac-Otway (S)","24600",30,-37.81305774,144.944221985,137.049959546303
"170","21830",-38.21595858,143.23542427,"2","Corangamite (S)","24600",30,-37.81305774,144.944221985,156.577608041938
"171","21890",-37.73831499,145.02286888,"2","Darebin (C)","24600",30,-37.81305774,144.944221985,10.8087356257884
"172","22110",-37.345637865,148.582953615,"2","East Gippsland (S)","24600",30,-37.81305774,144.944221985,325.553193067814
"173","22170",-38.1340238,145.168744145,"2","Frankston (C)","24600",30,-37.81305774,144.944221985,40.7231582004766
"174","22250",-35.73211477,143.85316144,"2","Gannawarra (S)","24600",30,-37.81305774,144.944221985,250.625857846828
"175","22310",-37.89948863,145.04099093,"2","Glen Eira (C)","24600",30,-37.81305774,144.944221985,12.8278480186919
"176","22410",-37.89083667,141.44237194,"2","Glenelg (S)","24600",30,-37.81305774,144.944221985,308.296200657831
"177","22490",-37.852306015,143.86351715,"2","Golden Plains (S)","24600",30,-37.81305774,144.944221985,95.2353734908207
"178","22620",-36.72278311,144.439731185,"2","Greater Bendigo (C)","24600",30,-37.81305774,144.944221985,129.009912745552
"179","22670",-38.00111917,145.19072573,"2","Greater Dandenong (C)","24600",30,-37.81305774,144.944221985,30.0942621987325
"180","22750",-38.05182426,144.46136739,"2","Greater Geelong (C)","24600",30,-37.81305774,144.944221985,50.0427275538872
"181","22830",-36.427417145,145.415187245,"2","Greater Shepparton (C)","24600",30,-37.81305774,144.944221985,159.371852278808
"182","22910",-37.31706926,144.03354411,"2","Hepburn (S)","24600",30,-37.81305774,144.944221985,97.4862813947983
"183","22980",-36.03293443,141.73282019,"2","Hindmarsh (S)","24600",30,-37.81305774,144.944221985,347.674099870396
"184","23110",-37.85693738,144.833478045,"2","Hobsons Bay (C)","24600",30,-37.81305774,144.944221985,10.8975578445106
"185","23190",-36.82856803,142.114477055,"2","Horsham (RC)","24600",30,-37.81305774,144.944221985,273.567250715903
"186","23270",-37.597165275,144.80511112,"2","Hume (C)","24600",30,-37.81305774,144.944221985,26.9196256173193
"187","23350",-36.20854388,146.686284355,"2","Indigo (S)","24600",30,-37.81305774,144.944221985,236.094072543714
